5,0.80
10,1.18
15,1.61
20,2.05
25,2.51
30,2.96
35,3.38
40,3.73
45,4.10
50,4.40
55,4.65
60,4.91
65,5.10
70,5.28
75,5.42
80,5.54
85,5.62
90,5.68
95,5.71
