212	0.0402238369	328190	1600	4
213	0.039700985	328190	1600	4
214	0.039454937	328191	1874	5
215	0.0390598774	328191	1814	5
216	0.00831604	328191	1600	4
218	0.0121350288	328191	2050	6
223	0.0136370659	328190	2210	6
224	0.0130059719	328190	1712	5
225	0.0132498741	328191	1600	4
228	0.0164608955	328191	1732	5
229	0.0128099918	328191	1702	5
230	0.0124108791	328191	2294	6
231	0.0126099586	328191	1600	4
240	0.0134420395	328191	2036	6
241	0.0159449577	328190	2210	6
249	0.0168569088	328191	1794	5
250	0.0162620544	328190	1600	4
251	0.0174610615	328191	1946	5
252	0.0170490742	328191	1702	5
262	0.0219550133	328190	1692	5
272	0.0172588825	328191	1600	4
10	0.0166590214	328190	2016	6
11	0.0221550465	328191	2088	6
15	0.0176608562	328190	2118	6
79	0.0178539753	328191	1956	5
80	0.0207788944	328191	2188	6
81	0.022742033	328191	1946	5
82	0.0225470066	328191	2250	6
85	0.0209779739	328191	2190	6
86	0.0266230106	328191	1742	5
87	0.0223529339	328191	1600	4
88	0.0205719471	328191	2158	6
89	0.0215640068	328190	1600	4
90	0.0260210037	328190	1794	5
91	0.0213689804	328191	1600	4
92	0.0264258385	328191	1762	5
93	0.0211730003	328191	1996	6
94	0.026818037	328191	1742	5
95	0.0278699398	328190	2066	6
96	0.0281479359	328191	1844	5
97	0.0217590332	328190	1600	4
99	0.0274040699	328191	1600	4
100	0.0284800529	328191	2078	6
101	0.0272140503	328191	1996	6
102	0.0270159245	328190	1600	4
103	0.0292799473	328191	1692	5
137	0.0262248516	328191	1600	4
138	0.0286839008	328191	1600	4
141	0.027659893	328190	2340	7
142	0.0290820599	328191	1916	5
145	0.028881073	328191	1702	5
146	0.0330529213	328191	1600	4
147	0.0336489677	328190	1732	5
148	0.0296759605	328190	1752	5
151	0.0294780731	328191	1620	4
152	0.0338459015	328191	1824	5
153	0.0340499878	328191	2026	6
154	0.0346400738	328191	2656	8
185	0.0348439217	328190	1732	5
186	0.0388638973	328191	2006	6
187	0.0350458622	328191	1712	5
188	0.033249855	328191	2268	6
189	0.0342478752	328190	2340	7
190	0.0406339169	328191	1884	5
191	0.0344409943	328191	1976	6
192	0.0334489346	328191	1600	4
193	0.039265871	328191	2280	6
194	0.0328509808	328191	1732	5
195	0.0013160706	328191	1742	5
196	0.0011219978	328190	1702	5
197	0.0052649975	328191	2260	6
198	0.0014309883	328191	1964	5
199	0.0020639896	328191	1844	5
200	0.0029299259	328191	2098	6
202	0.0049638748	328191	1600	4
203	0.0017440319	328191	1600	4
204	0.0024759769	328190	1854	5
205	0.005507946	328191	1946	5
206	0.0022819042	328191	1956	5
207	0.0018589497	328190	1844	5
208	0.0033199787	328191	1692	5
209	0.0404288769	328191	2086	6
211	0.0399339199	328191	2180	6
212	0.0402309895	328190	1620	4
213	0.0397088528	328191	1732	5
214	0.0394618511	328191	2198	6
215	0.03906703	328191	2038	6
216	0.0083220005	328191	1732	5
218	0.012141943	328190	1682	5
223	0.0136420727	328190	1976	6
224	0.0130109787	328190	1764	5
225	0.013256073	328191	2752	8
228	0.0164680481	328191	1702	5
229	0.0128159523	328191	1600	4
230	0.0124168396	328191	2230	6
231	0.0126159191	328191	1600	4
240	0.013448	328191	1762	5
241	0.0159509182	328190	2078	6
249	0.0168628693	328191	1600	4
250	0.0162680149	328190	1600	4
251	0.0174670219	328191	1956	5
252	0.0170550346	328190	1600	4
262	0.0219619274	328190	1854	5
272	0.017264843	328191	1600	4
10	0.0166659355	328191	1844	5
11	0.0221610069	328191	2006	6
15	0.0176670551	328190	1762	5
79	0.0178589821	328191	1824	5
80	0.020786047	328191	1752	5
81	0.0227489471	328191	1914	5
82	0.0225539207	328191	2392	7
85	0.0209839344	328191	1996	6
86	0.0266289711	328191	1926	5
87	0.0223588943	328191	1792	5
88	0.0205788612	328191	2180	6
89	0.0215709209	328190	1600	4
90	0.0260269642	328191	1692	5
91	0.0213749409	328191	1752	5
92	0.026432991	328191	1844	5
93	0.0211799145	328190	1844	5
94	0.0268239975	328191	1884	5
95	0.0278749466	328190	1904	5
96	0.0281538963	328191	2180	6
97	0.0217659473	328190	1600	4
99	0.0274100304	328191	1600	4
100	0.0284860134	328191	2078	6
101	0.0272200108	328191	1966	5
102	0.0270218849	328190	1600	4
103	0.0292849541	328191	1854	5
137	0.0262320042	328191	1600	4
138	0.0286898613	328190	1600	4
141	0.0276658535	328190	2006	6
142	0.0290880203	328191	1752	5
145	0.0288879871	328190	1894	5
146	0.0330600739	328191	1600	4
147	0.0336558819	328191	1600	4
148	0.029681921	328191	1914	5
151	0.0294828415	328191	1600	4
152	0.033853054	328190	1784	5
153	0.0340559483	328191	2068	6
154	0.0346469879	328191	2058	6
185	0.0348510742	328190	1600	4
186	0.0388710499	328191	2198	6
187	0.0350520611	328191	2118	6
188	0.0332560539	328191	2302	7
189	0.0342540741	328190	1874	5
190	0.0406410694	328190	1752	5
191	0.0344469547	328191	1692	5
192	0.0334558487	328191	1600	4
193	0.0392720699	328191	2056	6
194	0.0328578949	328191	1702	5
195	0.001322031	328191	1864	5
196	0.0011279583	328190	2270	6
197	0.0052709579	328191	1966	5
198	0.0014359951	328190	1934	5
199	0.0020859241	328191	1966	5
200	0.0029349327	328191	2068	6
202	0.0049688816	328191	1620	4
203	0.0017499924	328191	1600	4
204	0.0024819374	328191	2565	7
205	0.0055129528	328191	2728	8
206	0.0022878647	328191	1936	5
207	0.0018639565	328191	1966	5
208	0.0033259392	328191	1926	5
209	0.0404360294	328191	2482	7
211	0.0399410725	328191	2290	6
212	0.0402388573	328190	1600	4
213	0.0397160053	328191	1600	4
214	0.0394690037	328191	2574	7
215	0.0390739441	328191	1752	5
216	0.0083289146	328191	1620	4
218	0.0121479034	328190	2230	6
223	0.0136489868	328190	1956	5
224	0.0130169392	328191	1814	5
225	0.0132620335	328191	1782	5
228	0.0164740086	328191	1682	5
229	0.0128209591	328191	1824	5
230	0.0124230385	328191	2048	6
231	0.0126218796	328191	1600	4
240	0.0134539604	328191	1884	5
241	0.0159580708	328190	2628	8
249	0.0168700218	328191	1600	4
250	0.016274929	328190	1600	4
251	0.0174729824	328191	1732	5
252	0.0170619488	328191	1600	4
262	0.0219688416	328191	1702	5
272	0.0172710419	328191	1600	4
10	0.016671896	328190	2016	6
11	0.0221679211	328191	1966	5
15	0.0176730156	328190	1600	4
79	0.0178649426	328191	1956	5
80	0.0207920074	328191	1854	5
81	0.0227549076	328191	1600	4
82	0.0225598812	328191	1986	6
85	0.0209898949	328191	1906	5
86	0.0266358852	328191	1834	5
87	0.0223648548	328190	1600	4
88	0.0205850601	328191	1834	5
89	0.0215768814	328190	1600	4
90	0.0260329247	328191	1600	4
91	0.0213809013	328191	1702	5
92	0.0264399052	328191	1804	5
93	0.0211858749	328190	1600	4
94	0.0268309116	328191	2260	6
95	0.0278818607	328191	1986	6
96	0.0281598568	328191	1966	5
97	0.0217719078	328190	1600	4
99	0.0274159908	328191	1824	5
100	0.0284929276	328191	2180	6
101	0.0272259712	328191	2098	6
102	0.0270278454	328190	1792	5
103	0.0292918682	328191	1996	6
137	0.0262379646	328191	1600	4
138	0.0286970139	328190	1742	5
141	0.0276720524	328190	2026	6
142	0.0290949345	328191	2178	6
145	0.0288939476	328190	1742	5
146	0.0330660343	328191	1600	4
147	0.0336608887	328191	1600	4
148	0.0296878815	328191	1884	5
151	0.029489994	328191	1600	4
152	0.0338590145	328191	1966	5
153	0.0340619087	328191	1752	5
154	0.0346529484	328190	2370	7
185	0.0348570347	328191	1600	4
186	0.038877964	328191	1924	5
187	0.0350589752	328191	1854	5
188	0.0332629681	328191	1976	6
189	0.0342600346	328190	2088	6
190	0.0406470299	328191	2402	7
191	0.0344529152	328191	1600	4
192	0.0334608555	328191	1600	4
193	0.0392789841	328191	2634	8
194	0.0328638554	328191	1600	4
195	0.0013270378	328191	1844	5
196	0.0011339188	328191	2046	6
197	0.0052769184	328191	2096	6
198	0.0014429092	328191	2126	6
199	0.0020918846	328191	1998	6
200	0.0029408932	328191	2210	6
202	0.0049748421	328191	1600	4
203	0.0017559528	328191	1620	4
204	0.0024878979	328191	2474	7
205	0.0055198669	328191	2200	6
206	0.0022928715	328191	1934	5
207	0.0018699169	328190	1914	5
208	0.0033318996	328191	1926	5
209	0.0404429436	328191	2420	7
211	0.0399470329	328191	2512	7
212	0.0402450562	328191	1702	5
213	0.0397229195	328190	1600	4
214	0.0394749641	328191	2756	8
215	0.0390808582	328191	1712	5
216	0.0083348751	328191	1600	4
218	0.012169838	328190	1966	5
223	0.0136549473	328191	1966	5
224	0.0130238533	328191	1600	4
225	0.0132679939	328191	2004	6
228	0.016479969	328191	1742	5
229	0.0128269196	328191	1620	4
230	0.0124299526	328191	2108	6
231	0.0126290321	328191	1620	4
240	0.0134589672	328191	1732	5
241	0.0159628391	328190	1986	6
249	0.0168750286	328190	1682	5
250	0.0162808895	328190	1752	5
251	0.0174789429	328191	2138	6
252	0.0170679092	328191	1752	5
262	0.0219750404	328191	1600	4
272	0.0172770023	328191	1682	5
10	0.0166769028	328190	2240	6
11	0.0221738815	328191	2280	6
15	0.0176789761	328191	2260	6
79	0.017870903	328191	1966	5
80	0.0207979679	328191	1834	5
81	0.0227608681	328190	1894	5
82	0.0225658417	328191	1894	5
85	0.0209958553	328191	1772	5
86	0.0266418457	328191	1600	4
87	0.0223710537	328191	1600	4
88	0.0205919743	328191	1874	5
89	0.021584034	328190	1702	5
90	0.0260388851	328190	1600	4
91	0.0213868618	328191	1600	4
92	0.0264458656	328191	1894	5
93	0.0211920738	328191	1884	5
94	0.0268368721	328191	1956	5
95	0.0278868675	328190	1752	5
96	0.0281670094	328191	2068	6
97	0.0217778683	328190	1600	4
99	0.0274219513	328191	1600	4
100	0.028498888	328191	2292	6
101	0.0272319317	328191	2038	6
102	0.0270349979	328191	1854	5
103	0.0292980671	328191	1722	5
137	0.0262448788	328191	1600	4
138	0.0287029743	328190	1600	4
141	0.0276780128	328190	2026	6
142	0.0291008949	328191	2026	6
145	0.0288999081	328190	1752	5
146	0.0330719948	328191	1600	4
147	0.0336680412	328191	2138	6
148	0.029695034	328191	1936	5
151	0.0294969082	328191	1600	4
152	0.033864975	328190	1824	5
153	0.0340678692	328191	1916	5
154	0.0346589088	328190	2240	6
185	0.0348629951	328191	1884	5
186	0.0388839245	328191	1742	5
187	0.0350658894	328191	2138	6
188	0.0332689285	328191	2188	6
189	0.034265995	328190	1894	5
190	0.0406529903	328191	2038	6
191	0.0344600677	328191	1804	5
192	0.033468008	328191	1600	4
193	0.0392849445	328191	1864	5
194	0.0328700542	328191	1946	5
195	0.0013320446	328191	2240	6
196	0.0011398792	328190	2136	6
197	0.0052819252	328191	2006	6
198	0.001447916	328191	1904	5
199	0.0020978451	328191	2108	6
200	0.0029468536	328191	2240	6
202	0.0049798489	328191	1682	5
203	0.0017609596	328191	1600	4
204	0.0024929047	328191	1904	5
205	0.0055260658	328191	2098	6
206	0.0022990704	328191	2290	6
207	0.0018749237	328191	2078	6
208	0.0033369064	328191	1692	5
209	0.040448904	328191	2383	7
211	0.0399529934	328191	1996	6
212	0.0402510166	328190	1600	4
213	0.0397279263	328191	1600	4
214	0.0394799709	328191	2330	7
215	0.0390870571	328191	1926	5
216	0.008341074	328190	1600	4
218	0.0121779442	328191	2400	7
223	0.0136609077	328190	1722	5
224	0.0130300522	328190	1722	5
225	0.0132739544	328191	2156	6
228	0.0164859295	328191	1682	5
229	0.01283288	328191	1712	5
230	0.0124359131	328191	2536	7
231	0.0126349926	328191	1600	4
240	0.0134649277	328191	1874	5
241	0.0159699917	328191	2076	6
249	0.0168809891	328191	1620	4
250	0.01628685	328191	1620	4
251	0.0174849033	328190	1620	4
252	0.0170738697	328191	1620	4
262	0.0219810009	328190	1600	4
272	0.0172829628	328191	1600	4
10	0.0166840553	328191	1762	5
11	0.0221788883	328191	2086	6
15	0.0176849365	328191	2026	6
79	0.0178768635	328191	2250	6
80	0.0208039284	328191	1874	5
81	0.022767067	328191	1752	5
82	0.0225720406	328191	2006	6
85	0.0210020542	328191	2036	6
86	0.0266489983	328190	1956	5
87	0.0223760605	328191	1600	4
88	0.0205979347	328191	1986	6
89	0.0215899944	328191	1742	5
90	0.0260448456	328190	1600	4
91	0.0213930607	328191	1884	5
92	0.0264520645	328191	1996	6
93	0.0211980343	328190	2210	6
94	0.026843071	328191	1864	5
95	0.0278930664	328190	2016	6
96	0.0281729698	328190	1702	5
97	0.0217840672	328190	1600	4
99	0.0274288654	328191	1600	4
100	0.0285060406	328191	1976	6
101	0.0272378922	328191	2342	7
102	0.0270409584	328191	1600	4
103	0.0293040276	328191	2128	6
137	0.0262508392	328191	1600	4
138	0.0287089348	328190	1600	4
141	0.027684927	328190	2016	6
142	0.0291068554	328191	1752	5
145	0.0289058685	328190	1874	5
146	0.0330789089	328191	1600	4
147	0.0336740017	328190	1600	4
148	0.0297000408	328191	2016	6
151	0.0295028687	328191	1600	4
152	0.0338718891	328190	1712	5
153	0.0340740681	328191	1834	5
154	0.0346660614	328191	1884	5
185	0.0348699093	328190	1854	5
186	0.0388898849	328191	1722	5
187	0.0350718498	328191	1854	5
188	0.0332758427	328191	2068	6
189	0.0342719555	328190	2302	7
190	0.0406599045	328191	1804	5
191	0.0344660282	328191	1702	5
192	0.0334739685	328191	1600	4
193	0.039290905	328191	2312	7
194	0.0328769684	328191	1600	4
195	0.0013380051	328191	1600	4
196	0.0011458397	328191	1824	5
197	0.005286932	328191	1824	5
198	0.0014529228	328191	2552	7
199	0.0021028519	328191	2068	6
200	0.0029518604	328190	2728	8
202	0.0049848557	328191	1600	4
203	0.0017659664	328191	1600	4
204	0.0024979115	328191	2532	7
205	0.0055310726	328191	2402	7
206	0.0023038387	328191	2066	6
207	0.0018808842	328191	2382	7
208	0.0033419132	328191	2008	6
209	0.0404548645	328191	2261	6
211	0.0399749279	328191	2088	6
212	0.0402569771	328190	1600	4
213	0.0397348404	328191	1600	4
214	0.0394868851	328191	2210	6
215	0.0390939713	328190	1600	4
216	0.0083458424	328191	1600	4
218	0.0121839046	328191	2422	7
223	0.0136659145	328190	1996	6
224	0.0130360126	328191	1600	4
225	0.0132799149	328191	1974	6
228	0.01649189	328191	1620	4
229	0.0128378868	328190	1600	4
230	0.0124418736	328191	2342	7
231	0.0126409531	328191	1600	4
240	0.0134708881	328191	1986	6
241	0.0159759521	328190	2098	6
249	0.0168869495	328191	1600	4
250	0.0162930489	328191	1600	4
251	0.0174908638	328191	2058	6
252	0.0170800686	328191	1600	4
262	0.0219869614	328191	1620	4
272	0.0172889233	328191	1620	4
10	0.0166900158	328191	1874	5
11	0.0221860409	328191	1894	5
15	0.017690897	328190	1874	5
79	0.017884016	328191	2088	6
80	0.0208098888	328190	1904	5
81	0.0227730274	328191	2006	6
82	0.0225789547	328191	1844	5
85	0.0210080147	328190	1752	5
86	0.0266540051	328191	1722	5
87	0.022382021	328191	1620	4
88	0.0206038952	328190	1884	5
89	0.0215959549	328191	1620	4
90	0.0260510445	328191	1600	4
91	0.0213990211	328190	1620	4
92	0.0264570713	328191	1976	6
93	0.0212039948	328191	1996	6
94	0.0268490314	328191	1906	5
95	0.0278990269	328191	1722	5
96	0.0281858444	328190	1916	5
97	0.0217900276	328191	1620	4
99	0.0274350643	328191	1702	5
100	0.028512001	328191	1946	5
101	0.0272438526	328191	2178	6
102	0.0270469189	328191	1682	5
103	0.0293090343	328191	1996	6
137	0.0262570381	328191	1600	4
138	0.0287148952	328190	1600	4
141	0.0276899338	328190	2370	7
142	0.0291118622	328191	1834	5
145	0.0289120674	328190	1976	6
146	0.0330848694	328191	1600	4
147	0.0336799622	328191	1600	4
148	0.0297060013	328191	1946	5
151	0.0295078754	328191	1600	4
152	0.0338778496	328190	1834	5
153	0.0340800285	328191	1702	5
154	0.0346748829	328191	2036	6
185	0.0348758698	328190	1600	4
186	0.0388958454	328191	1876	5
187	0.0350780487	328191	1742	5
188	0.0332820415	328191	1824	5
189	0.0342788696	328191	2260	6
190	0.0406658649	328191	2260	6
191	0.0344729424	328191	1894	5
192	0.0334808826	328191	1600	4
193	0.0392968655	328191	2078	6
194	0.0328819752	328191	1600	4
195	0.0013420582	328191	1600	4
196	0.0011508465	328191	1792	5
197	0.0052919388	328191	2250	6
198	0.0014579296	328191	2432	7
199	0.0021078587	328191	1874	5
200	0.0029580593	328191	2098	6
202	0.0049898624	328191	1600	4
